CustomerID,Recency,Frequency,Monetary,Cluster,Churn,TotalQuantity,AvgUnitPrice,AvgDiscount,AvgShippingCost,Country,PaymentMethod,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,churn_score_rf
17255,905,1,900.4514999999999,0,0,15,98.41,0.39,10.33,Germany,Bank Transfer,Furniture,In-store,Not Returned,UPS,London,Low,0.0
17257,1096,1,1254.3000000000002,0,0,30,41.81,0.0,13.9,Australia,Credit Card,Electronics,In-store,Not Returned,FedEx,London,Low,0.0
17262,629,2,3465.745,2,0,48,64.375,0.13,13.495000000000001,Netherlands,Bank Transfer,Apparel,In-store,Not Returned,DHL,Amsterdam,High,0.0
17265,325,2,2991.8038000000006,2,0,71,57.115,0.26,7.675,France,Credit Card,Electronics,Online,Not Returned,Royal Mail,Amsterdam,Low,0.0
17270,229,2,5284.4924,2,0,87,72.015,0.11000000000000001,17.19,Netherlands,Bank Transfer,Electronics,In-store,Not Returned,Royal Mail,Paris,High,0.0
17280,1112,1,1341.6,0,0,15,89.44,0.0,19.98,Norway,Bank Transfer,Electronics,Online,Not Returned,FedEx,Amsterdam,High,0.0
17282,1260,1,277.992,1,1,39,13.2,0.46,23.06,Germany,Bank Transfer,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Medium,0.98
17285,421,1,1599.8016,0,0,48,34.36,0.03,29.09,Australia,Credit Card,Electronics,Online,Not Returned,UPS,Rome,High,0.01
17288,434,1,26.928,1,1,54,13.975,0.095,25.685000000000002,Netherlands,Credit Card,Furniture,In-store,Not Returned,FedEx,Amsterdam,High,0.96
17289,1238,1,894.9576000000001,0,0,31,31.38,0.08,5.62,Portugal,Credit Card,Apparel,Online,Not Returned,FedEx,Paris,Low,0.0
17290,1019,1,3048.872,0,0,40,88.63,0.14,12.64,Portugal,paypall,Stationery,Online,Not Returned,UPS,Amsterdam,High,0.0
17292,333,3,1827.1817999999998,2,0,86,32.89,0.29333333333333333,25.766666666666666,Australia,Bank Transfer,Accessories,Online,Not Returned,FedEx,Berlin,Medium,0.0
17305,1146,1,474.4907999999999,0,0,7,89.19,0.24,11.21,Netherlands,paypall,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Low,0.01
17314,1236,1,49.8432,1,1,8,7.08,0.12,25.68,Netherlands,paypall,Accessories,In-store,Not Returned,DHL,Berlin,High,1.0
17317,185,1,717.262,3,0,10,78.82,0.09,25.96,Spain,Bank Transfer,Furniture,Online,Not Returned,DHL,London,High,0.0
17322,356,1,472.0518,0,0,9,52.98,0.01,16.29,Belgium,paypall,Furniture,Online,Not Returned,DHL,Paris,Medium,0.005
17323,1239,1,7.8702000000000005,1,1,40,19.42,0.20500000000000002,23.36,Norway,Bank Transfer,Furniture,In-store,Not Returned,FedEx,Amsterdam,High,0.98
17325,1301,1,187.25520000000003,1,1,11,20.76,0.18,28.04,Netherlands,Credit Card,Accessories,Online,Not Returned,FedEx,Paris,Medium,0.985
17327,1135,1,861.9264000000001,0,0,29,46.44,0.36,19.51,France,Bank Transfer,Accessories,In-store,Not Returned,FedEx,Amsterdam,High,0.005
17331,269,1,671.6735999999999,0,0,24,38.87,0.28,7.46,Italy,Credit Card,Apparel,Online,Not Returned,UPS,London,Low,0.025
17335,51,1,182.102,3,0,20,10.97,0.17,20.96,Portugal,paypall,Stationery,In-store,Not Returned,Royal Mail,London,High,0.12
17341,1071,1,105.64799999999998,1,1,12,14.2,0.38,19.18,France,Credit Card,Apparel,In-store,Not Returned,DHL,Berlin,High,0.985
17345,1149,1,1470.9119999999998,0,0,32,48.9,0.06,26.35,United States,Credit Card,Apparel,In-store,Not Returned,Royal Mail,Paris,Medium,0.0
17346,1261,1,235.84839999999997,1,1,41,7.88,0.27,20.34,Netherlands,Bank Transfer,Apparel,In-store,Not Returned,UPS,Amsterdam,Low,1.0
17347,221,1,1617.5808000000002,3,0,23,79.92,0.12,6.97,Italy,paypall,Furniture,In-store,Not Returned,FedEx,Amsterdam,High,0.01
17348,48,1,417.354,3,0,35,15.69,0.24,19.89,United Kingdom,Bank Transfer,Accessories,In-store,Not Returned,DHL,Rome,Low,0.0
17349,429,1,3948.2255999999998,0,0,47,95.46,0.12,27.26,Netherlands,Credit Card,Furniture,In-store,Not Returned,UPS,Paris,High,0.0
17350,215,1,206.4888,1,1,3,81.94,0.16,25.75,United Kingdom,Credit Card,Accessories,In-store,Not Returned,UPS,London,High,0.905
17366,1090,1,3336.0768,0,0,49,70.92,0.04,21.92,Belgium,Bank Transfer,Accessories,Online,Not Returned,UPS,Paris,High,0.0
17368,813,1,248.0544,1,1,9,28.71,0.04,10.41,Portugal,Bank Transfer,Apparel,Online,Not Returned,Royal Mail,London,Low,0.96
17372,1141,1,1164.5613000000003,0,0,27,75.67,0.43,29.02,Italy,Credit Card,Furniture,In-store,Not Returned,UPS,Paris,Medium,0.015
17374,584,1,1771.3605000000002,0,0,35,88.79,0.43,5.14,Sweden,Bank Transfer,Stationery,Online,Not Returned,DHL,London,Medium,0.03
17379,730,1,894.8875,0,0,25,55.07,0.35,29.47,United Kingdom,Credit Card,Electronics,Online,Not Returned,FedEx,Paris,Low,0.01
17381,300,1,1404.5568,0,0,24,74.08,0.21,5.64,Australia,paypall,Apparel,Online,Not Returned,FedEx,London,Low,0.015
17382,589,1,2271.4692,0,0,44,84.63,0.39,28.17,France,Bank Transfer,Electronics,In-store,Not Returned,UPS,Paris,Low,0.01
17389,784,2,639.7818,2,0,50,29.21,0.33,20.275,Italy,Credit Card,Accessories,In-store,Not Returned,UPS,London,High,0.0
17390,993,1,1125.0932999999998,0,0,41,28.29,0.03,12.04,Belgium,paypall,Furniture,In-store,Not Returned,FedEx,Rome,Medium,0.0
17394,17,1,76.27949999999998,3,0,5,22.77,0.33,18.38,Netherlands,paypall,Accessories,In-store,Not Returned,FedEx,Paris,Low,0.245
17396,69,1,435.84839999999997,3,0,9,72.28,0.33,29.82,Germany,Bank Transfer,Accessories,In-store,Not Returned,UPS,Rome,High,0.015
17397,525,2,1231.7214,2,0,45,63.30499999999999,0.27999999999999997,18.305,Netherlands,Bank Transfer,Apparel,In-store,Not Returned,FedEx,Amsterdam,High,0.0
17399,1239,1,82.2528,1,1,12,9.52,0.28,17.6,Belgium,paypall,Accessories,Online,Not Returned,Royal Mail,London,High,0.995
17413,199,1,233.01600000000002,3,0,30,10.64,0.27,24.44,Spain,Credit Card,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Medium,0.135
17419,394,1,348.3032,1,1,28,15.17,0.18,29.43,Belgium,Bank Transfer,Electronics,In-store,Not Returned,Royal Mail,London,High,0.9
17423,27,1,391.482,3,0,15,33.46,0.22,15.72,Australia,paypall,Stationery,Online,Not Returned,Royal Mail,Rome,Medium,0.0
17425,361,1,580.58,0,0,22,50.75,0.48,22.66,United Kingdom,Bank Transfer,Apparel,In-store,Not Returned,UPS,Paris,Low,0.02
17435,964,1,1101.6432,0,0,18,72.86,0.16,6.3,Norway,Credit Card,Apparel,Online,Not Returned,UPS,Rome,High,0.0
17454,977,1,1007.3382000000001,0,0,22,80.33,0.43,12.36,Italy,Bank Transfer,Accessories,Online,Not Returned,FedEx,Paris,High,0.025
17456,984,1,851.0879999999999,0,0,16,75.99,0.3,22.89,Italy,Bank Transfer,Apparel,In-store,Not Returned,FedEx,Rome,Low,0.005
17462,1181,1,1357.4208,0,0,32,74.42,0.43,21.42,Sweden,Credit Card,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,High,0.0
17465,745,1,2166.633,0,0,49,52.02,0.15,21.79,Netherlands,Credit Card,Electronics,In-store,Not Returned,FedEx,Amsterdam,Low,0.0
17472,607,1,418.4208,0,0,42,17.79,0.44,13.36,Germany,Credit Card,Furniture,Online,Not Returned,DHL,Berlin,Medium,0.04
17474,403,2,1159.3652000000002,2,0,59,51.120000000000005,0.24333333333333332,18.07,Norway,paypall,Electronics,Online,Not Returned,FedEx,Rome,Low,0.0
17478,471,1,813.015,0,0,42,22.25,0.13,29.4,Spain,Credit Card,Accessories,In-store,Not Returned,UPS,Berlin,Medium,0.0
17484,1066,2,3247.2083999999995,2,0,41,83.18,0.12000000000000001,21.814999999999998,Germany,Bank Transfer,Furniture,In-store,Not Returned,DHL,Amsterdam,Medium,0.0
17487,34,1,3222.4164,3,0,49,78.29,0.16,10.32,France,paypall,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,High,0.0
17489,172,1,1919.6364,3,0,33,70.94,0.18,7.52,France,Credit Card,Stationery,Online,Not Returned,UPS,Berlin,Medium,0.0
17494,182,2,3002.63,2,0,73,59.695,0.275,15.635000000000002,United Kingdom,Bank Transfer,Apparel,In-store,Not Returned,Royal Mail,Berlin,Low,0.0
17498,627,1,126.48000000000002,1,1,3,52.7,0.2,7.83,France,Credit Card,Stationery,Online,Not Returned,FedEx,Amsterdam,Low,0.985
17499,417,1,996.408,0,0,18,65.9,0.16,20.9,Netherlands,Credit Card,Accessories,In-store,Not Returned,DHL,London,High,0.0
17502,143,1,1615.1250000000002,3,0,30,91.25,0.41,13.42,United States,Bank Transfer,Apparel,Online,Not Returned,FedEx,Paris,Medium,0.0
17504,974,1,1797.8111999999999,0,0,27,92.48,0.28,10.54,France,Credit Card,Apparel,Online,Not Returned,FedEx,Rome,Medium,0.005
17508,791,1,759.4665,0,0,13,68.73,0.15,21.68,France,Credit Card,Stationery,In-store,Not Returned,FedEx,Paris,High,0.01
17510,388,1,683.9027,0,0,23,33.41,0.11,10.92,Netherlands,Credit Card,Electronics,Online,Not Returned,DHL,Rome,High,0.005
17517,1321,1,397.054,0,0,7,71.8,0.21,18.86,Italy,Bank Transfer,Stationery,In-store,Not Returned,UPS,Paris,Low,0.04
17521,1112,1,1537.4852999999998,0,0,27,61.23,0.07,19.0,Sweden,Credit Card,Accessories,Online,Not Returned,UPS,Amsterdam,Medium,0.0
17529,1107,2,616.1124000000001,2,0,13,39.635,0.25,13.425,Germany,Bank Transfer,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Low,0.01
17530,888,1,1566.7245,0,0,55,28.38,0.025,19.439999999999998,Portugal,Bank Transfer,Accessories,In-store,Not Returned,FedEx,Paris,High,0.02
17531,683,1,861.4606,0,0,68,31.775,0.26,14.844999999999999,Australia,Bank Transfer,Accessories,Online,Not Returned,DHL,Berlin,Low,0.005
17537,994,1,767.2236,0,0,17,57.86,0.22,21.45,United Kingdom,Bank Transfer,Electronics,In-store,Not Returned,UPS,Paris,Medium,0.0
17547,143,1,24.8,1,1,20,2.0,0.38,13.49,Belgium,Credit Card,Electronics,In-store,Not Returned,DHL,Berlin,Low,0.9
17555,651,2,3589.1964000000003,2,0,62,74.39,0.15999999999999998,12.385,Norway,Bank Transfer,Accessories,Online,Not Returned,DHL,Paris,Low,0.0
17561,13,1,819.1998000000001,3,0,18,85.87,0.47,24.74,Netherlands,Credit Card,Furniture,In-store,Not Returned,UPS,Rome,Low,0.005
17562,675,1,170.76510000000002,1,1,47,3.67,0.01,13.48,France,paypall,Apparel,In-store,Not Returned,UPS,Paris,High,0.93
17571,721,1,384.6033000000001,0,0,9,72.43,0.41,5.25,Sweden,Bank Transfer,Electronics,In-store,Not Returned,FedEx,Rome,High,0.08
17573,179,1,1098.9664,3,0,28,55.28,0.29,7.17,France,Bank Transfer,Furniture,Online,Not Returned,UPS,London,Low,0.0
17574,4,1,2177.0496,3,0,48,68.72,0.34,9.14,Sweden,Bank Transfer,Stationery,Online,Not Returned,UPS,Rome,Low,0.0
17576,771,1,294.899,1,1,34,15.77,0.45,16.65,Italy,Credit Card,Electronics,Online,Not Returned,Royal Mail,London,Low,0.96
17578,470,1,1981.0500000000002,0,0,47,56.2,0.25,5.38,Norway,Credit Card,Stationery,Online,Not Returned,DHL,London,Medium,0.0
17580,201,1,1248.4859999999999,3,0,30,50.14,0.17,23.25,United Kingdom,paypall,Accessories,In-store,Not Returned,Royal Mail,Rome,Low,0.005
17581,323,1,203.81130000000002,1,1,17,15.57,0.23,23.11,Australia,Bank Transfer,Furniture,In-store,Not Returned,DHL,Amsterdam,High,0.99
17585,22,2,871.424,2,0,53,38.45,0.26,11.030000000000001,Australia,Credit Card,Accessories,In-store,Not Returned,DHL,London,Medium,0.0
17589,903,1,2119.728,0,0,43,61.62,0.2,28.67,Norway,paypall,Apparel,Online,Not Returned,UPS,Berlin,High,0.0
17599,695,1,89.95139999999999,1,1,22,4.13,0.01,5.05,Norway,Bank Transfer,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Medium,0.89
17601,590,1,263.622,1,1,12,41.45,0.47,7.32,Netherlands,Credit Card,Apparel,Online,Not Returned,FedEx,Amsterdam,Low,0.96
17604,317,1,1228.08,0,0,40,36.55,0.16,29.93,United States,Credit Card,Apparel,In-store,Not Returned,DHL,Amsterdam,Medium,0.01
17606,31,1,2533.8984000000005,3,0,80,76.765,0.3,13.535,Australia,Bank Transfer,Furniture,In-store,Not Returned,DHL,London,Medium,0.0
17615,164,1,370.7220000000001,3,0,73,32.815,0.36,14.51,Norway,Credit Card,Apparel,In-store,Not Returned,UPS,London,Low,0.015
17616,151,3,5561.7904,2,0,106,70.63333333333334,0.22,19.24,Italy,paypall,Apparel,In-store,Not Returned,DHL,Amsterdam,High,0.0
17617,390,2,976.0323999999998,2,0,25,40.144999999999996,0.28,13.835,Netherlands,paypall,Apparel,In-store,Not Returned,FedEx,London,Low,0.0
17619,983,1,30.513999999999996,1,1,10,4.18,0.27,29.38,Sweden,paypall,Furniture,In-store,Not Returned,UPS,London,Low,0.995
17620,666,2,1375.8406,2,0,30,56.565,0.3,15.385,Australia,Bank Transfer,Accessories,In-store,Not Returned,UPS,London,Low,0.0
17623,1310,1,298.29240000000004,1,1,7,74.76,0.43,28.12,Italy,Bank Transfer,Stationery,Online,Not Returned,FedEx,Amsterdam,Low,0.97
17630,1095,1,669.7080000000001,0,0,13,97.2,0.47,5.38,Belgium,Bank Transfer,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Medium,0.025
17632,39,1,1527.7416,3,0,28,82.67,0.34,23.6,Sweden,paypall,Accessories,In-store,Not Returned,DHL,Paris,High,0.0
17636,772,1,73.458,1,1,42,3.3,0.47,12.54,Sweden,paypall,Furniture,In-store,Not Returned,DHL,Berlin,Medium,0.985
17639,46,1,1339.338,3,0,42,57.98,0.45,19.25,United Kingdom,paypall,Stationery,Online,Not Returned,DHL,Berlin,Low,0.0
17645,927,1,120.29850000000002,1,1,21,10.05,0.43,8.45,France,paypall,Stationery,Online,Not Returned,FedEx,Berlin,Low,0.985
17661,921,1,1250.0488,0,0,59,60.035,0.135,25.21,Norway,paypall,Apparel,In-store,Not Returned,DHL,Amsterdam,Low,0.0
17663,518,1,41.975199999999994,1,1,2,29.56,0.29,19.41,Portugal,paypall,Accessories,Online,Not Returned,FedEx,London,Low,0.99
17665,979,1,171.59040000000002,1,1,3,89.37,0.36,16.16,France,paypall,Accessories,In-store,Not Returned,Royal Mail,Rome,Medium,0.97
17667,224,1,1069.0559999999998,3,0,24,74.24,0.4,25.33,Belgium,Credit Card,Apparel,In-store,Not Returned,FedEx,Rome,High,0.0
17668,1012,1,395.28000000000003,0,0,45,10.98,0.2,23.74,Spain,Credit Card,Electronics,Online,Not Returned,UPS,Amsterdam,High,0.035
17671,34,1,191.488,3,0,11,25.6,0.32,7.02,Italy,Bank Transfer,Accessories,Online,Not Returned,UPS,Rome,High,0.04
17672,663,1,943.9703999999999,0,0,18,60.98,0.14,24.65,France,Credit Card,Stationery,In-store,Not Returned,FedEx,London,Medium,0.0
17674,1314,1,58.00320000000001,1,1,18,4.24,0.24,6.01,Belgium,Credit Card,Stationery,In-store,Not Returned,UPS,Rome,High,0.995
17675,251,2,1511.1439,2,0,42,49.63,0.265,19.905,Belgium,Credit Card,Apparel,Online,Not Returned,DHL,London,High,0.0
17679,657,1,125.10159999999999,1,1,2,67.99,0.08,21.34,Norway,paypall,Furniture,Online,Not Returned,Royal Mail,Amsterdam,High,0.98
17681,593,1,3472.1178,0,0,41,97.34,0.13,18.58,United Kingdom,Credit Card,Furniture,Online,Not Returned,UPS,London,Medium,0.01
17689,469,1,2757.9944000000005,0,0,46,65.17,0.08,13.74,Germany,Bank Transfer,Furniture,Online,Not Returned,DHL,Berlin,Low,0.0
17691,1123,1,2344.476,0,0,40,67.37,0.13,23.6,United Kingdom,Bank Transfer,Stationery,In-store,Not Returned,FedEx,Amsterdam,Low,0.0
17699,119,1,176.1156,3,0,6,42.54,0.31,11.19,Netherlands,paypall,Accessories,Online,Not Returned,DHL,Amsterdam,Low,0.04
17702,575,1,1013.0210999999999,0,0,44,55.57000000000001,0.215,16.015,Germany,Bank Transfer,Apparel,In-store,Not Returned,FedEx,Amsterdam,High,0.0
17717,211,1,985.3536,3,0,31,36.96,0.14,17.92,Netherlands,paypall,Accessories,Online,Not Returned,UPS,Amsterdam,Medium,0.0
17721,1027,1,1863.792,0,0,48,55.47,0.3,24.74,United States,paypall,Apparel,Online,Not Returned,DHL,Rome,Low,0.0
17724,1057,1,1324.1339999999998,0,0,35,40.68,0.07,16.09,United States,Bank Transfer,Electronics,In-store,Not Returned,Royal Mail,Paris,Medium,0.0
17729,699,1,380.7144,0,0,8,48.07,0.01,8.74,Australia,Bank Transfer,Accessories,In-store,Not Returned,DHL,Rome,High,0.035
17732,960,1,68.6712,1,1,25,24.535,0.39,17.36,Italy,Credit Card,Electronics,Online,Not Returned,DHL,Berlin,Low,0.99
17739,735,1,727.2188,0,0,22,33.73,0.02,10.2,Sweden,Bank Transfer,Electronics,Online,Not Returned,Royal Mail,Rome,High,0.02
17747,1237,1,842.0256,0,0,49,60.075,0.175,24.810000000000002,Italy,Bank Transfer,Stationery,Online,Not Returned,UPS,London,Medium,0.0
17749,922,1,761.1713999999998,0,0,37,31.17,0.34,27.78,Netherlands,Credit Card,Electronics,Online,Not Returned,FedEx,London,Low,0.005
17752,50,1,997.6824,3,0,46,49.025,0.24,11.129999999999999,Italy,Bank Transfer,Apparel,In-store,Not Returned,DHL,Berlin,High,0.005
17756,928,1,2575.9888,0,0,49,90.64,0.42,5.35,Spain,Credit Card,Stationery,In-store,Not Returned,DHL,Berlin,High,0.0
17760,505,1,239.92280000000002,1,1,37,12.47,0.48,8.81,Portugal,paypall,Accessories,Online,Not Returned,Royal Mail,London,High,0.975
17776,6,1,25.5474,3,0,19,1.66,0.19,25.12,Australia,Bank Transfer,Stationery,Online,Not Returned,Royal Mail,London,Medium,0.13
17780,132,1,27.945600000000002,1,1,16,2.13,0.18,9.81,Germany,Bank Transfer,Accessories,In-store,Not Returned,DHL,Paris,High,0.925
17782,512,1,503.7552000000001,0,0,83,58.74666666666667,0.3066666666666667,13.023333333333333,Netherlands,paypall,Furniture,In-store,Not Returned,UPS,Berlin,Medium,0.005
17787,961,2,3536.9004000000004,2,0,52,74.525,0.18,21.645,France,Credit Card,Accessories,In-store,Not Returned,FedEx,Berlin,Medium,0.0
17789,922,1,273.8736,1,1,38,9.24,0.22,6.39,Netherlands,paypall,Furniture,Online,Not Returned,FedEx,Berlin,Low,0.96
17790,1174,1,350.9984,0,0,38,10.04,0.08,5.49,Sweden,paypall,Furniture,Online,Not Returned,DHL,Rome,High,0.475
17793,1024,1,553.3199999999999,0,0,29,25.44,0.25,20.05,Sweden,Credit Card,Furniture,In-store,Not Returned,DHL,London,High,0.005
17800,211,1,172.71359999999999,1,1,4,79.96,0.46,8.63,Australia,paypall,Stationery,Online,Not Returned,Royal Mail,Paris,Medium,0.895
17803,1218,1,129.2124,1,1,29,5.64,0.21,27.92,Spain,paypall,Apparel,Online,Not Returned,DHL,Rome,Medium,0.98
17804,1062,1,904.0899999999999,0,0,11,82.19,0.0,16.06,Italy,Bank Transfer,Furniture,In-store,Not Returned,FedEx,Rome,Medium,0.01
17809,814,1,1155.515,0,0,67,49.945,0.22499999999999998,16.965,Norway,Bank Transfer,Furniture,In-store,Not Returned,Royal Mail,Berlin,High,0.0
17810,486,2,317.2056,2,0,73,7.555,0.31,12.015,United Kingdom,paypall,Accessories,In-store,Not Returned,DHL,Amsterdam,High,0.065
17814,398,1,687.7440000000001,0,0,18,59.7,0.36,19.4,Spain,Bank Transfer,Electronics,In-store,Not Returned,FedEx,Rome,High,0.005
17823,302,1,1108.5983999999999,0,0,26,45.36,0.06,27.41,Netherlands,Credit Card,Accessories,Online,Not Returned,UPS,Amsterdam,Low,0.0
17831,1218,1,2126.48,0,0,38,69.95,0.2,18.47,Germany,paypall,Electronics,In-store,Not Returned,DHL,Rome,Medium,0.005
17835,1077,1,85.57919999999999,1,1,18,5.66,0.16,15.69,Italy,Credit Card,Stationery,Online,Not Returned,UPS,Berlin,High,0.995
17837,358,1,664.56,0,0,18,52.0,0.29,23.9,Spain,paypall,Electronics,Online,Not Returned,DHL,Rome,Low,0.005
17846,838,2,3190.264,2,0,80,46.205,0.115,26.95,France,Bank Transfer,Electronics,In-store,Not Returned,DHL,Berlin,High,0.0
17847,1276,1,139.38719999999998,1,1,48,4.09,0.29,18.76,Portugal,Bank Transfer,Accessories,In-store,Not Returned,DHL,Rome,Low,0.965
17852,786,1,409.28799999999995,0,0,36,90.82499999999999,0.095,21.715,United Kingdom,Bank Transfer,Apparel,In-store,Not Returned,DHL,Berlin,Medium,0.0
17853,723,1,1349.8056000000004,0,0,33,71.76,0.43,6.31,France,paypall,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Low,0.005
17854,966,1,2135.1176,0,0,44,63.02,0.23,18.06,France,Bank Transfer,Stationery,Online,Not Returned,FedEx,Berlin,Low,0.01
17856,346,2,1331.4289999999999,2,0,51,28.04,0.075,19.715,Germany,paypall,Accessories,In-store,Not Returned,FedEx,Amsterdam,High,0.01
17860,60,1,133.4667,3,0,33,11.0,0.37,21.7,Australia,Credit Card,Electronics,In-store,Not Returned,FedEx,Amsterdam,High,0.085
17861,987,1,1308.7872,0,0,32,75.74,0.46,17.71,Netherlands,Bank Transfer,Apparel,Online,Not Returned,Royal Mail,Rome,High,0.005
17866,851,1,88.18199999999999,1,1,27,4.6,0.29,21.67,Italy,Credit Card,Stationery,In-store,Not Returned,Royal Mail,Paris,High,0.99
17867,412,1,2465.6000000000004,0,0,46,67.0,0.2,19.18,Belgium,Credit Card,Stationery,In-store,Not Returned,FedEx,London,High,0.0
17870,156,1,164.1249,3,0,27,6.83,0.11,5.3,United States,Credit Card,Stationery,In-store,Not Returned,UPS,Berlin,Medium,0.12
17873,1303,1,796.7940000000001,0,0,20,50.43,0.21,7.53,United Kingdom,Bank Transfer,Furniture,In-store,Not Returned,UPS,Amsterdam,High,0.0
17879,559,1,45.409200000000006,1,1,30,4.945,0.285,25.705,Belgium,Bank Transfer,Apparel,In-store,Not Returned,Royal Mail,Rome,High,0.95
17881,219,1,190.26059999999998,1,1,45,37.504999999999995,0.25,8.375,Germany,Bank Transfer,Accessories,In-store,Not Returned,DHL,Paris,Low,0.835
17892,368,1,410.6052000000001,0,0,27,16.53,0.08,26.99,Germany,paypall,Accessories,In-store,Not Returned,UPS,Rome,High,0.135
17893,182,1,824.1120000000002,3,0,48,29.1,0.41,28.43,Italy,Credit Card,Electronics,In-store,Not Returned,FedEx,London,Medium,0.04
17894,1305,1,486.989,0,0,19,36.1,0.29,26.1,Sweden,paypall,Accessories,In-store,Not Returned,DHL,London,High,0.02
17895,42,1,1299.3981,3,0,39,43.27,0.23,29.85,Belgium,paypall,Electronics,In-store,Not Returned,UPS,London,Low,0.01
17900,896,1,641.6424000000001,0,0,14,79.02,0.42,21.85,Spain,Credit Card,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Medium,0.005
17901,893,1,1292.1264,0,0,36,58.84,0.39,12.77,Australia,paypall,Stationery,Online,Not Returned,FedEx,London,High,0.005
17902,780,1,326.4296,1,1,28,16.42,0.29,9.57,Spain,paypall,Electronics,Online,Not Returned,DHL,Rome,High,0.965
17905,650,1,989.0868,0,0,38,33.37,0.22,10.64,Belgium,paypall,Accessories,Online,Not Returned,Royal Mail,Paris,Medium,0.0
17906,405,1,577.3568,0,0,16,47.48,0.24,6.02,Portugal,Credit Card,Apparel,Online,Not Returned,UPS,Berlin,Medium,0.02
17912,106,2,3724.8053999999993,2,0,62,61.855,0.055,15.94,Portugal,Bank Transfer,Accessories,In-store,Not Returned,DHL,Paris,Low,0.0
17914,60,1,94.7968,3,0,2,51.52,0.08,19.42,Italy,Bank Transfer,Electronics,Online,Not Returned,DHL,Amsterdam,Medium,0.075
17918,135,2,951.2736,2,0,45,36.62,0.42000000000000004,18.06,Netherlands,Bank Transfer,Accessories,In-store,Not Returned,DHL,Amsterdam,High,0.0
17921,1049,1,103.6448,1,1,2,52.88,0.02,17.23,Sweden,paypall,Accessories,In-store,Not Returned,Royal Mail,Rome,Low,0.94
17922,788,2,2563.6912,2,0,71,39.79,0.055,12.66,Portugal,Credit Card,Accessories,In-store,Not Returned,FedEx,Berlin,High,0.0
17923,529,2,1080.6315,2,0,60,19.715,0.175,17.11,France,Bank Transfer,Furniture,Online,Not Returned,DHL,London,High,0.0
17925,276,2,510.7548,2,0,61,60.38999999999999,0.17,15.030000000000001,Germany,Bank Transfer,Apparel,In-store,Not Returned,FedEx,Amsterdam,Low,0.0
17946,142,1,1782.0,3,0,40,49.5,0.1,29.3,Italy,paypall,Furniture,Online,Not Returned,DHL,Paris,Medium,0.005
17969,492,2,518.0483,2,0,62,50.18,0.14333333333333334,12.676666666666668,Germany,Bank Transfer,Apparel,In-store,Not Returned,UPS,Amsterdam,High,0.0
17972,387,1,3870.7084999999997,0,0,47,86.69,0.05,11.47,Germany,paypall,Apparel,Online,Not Returned,UPS,Rome,Low,0.0
17976,1249,1,478.58399999999995,0,0,34,20.7,0.32,17.3,Portugal,paypall,Electronics,Online,Not Returned,Royal Mail,Rome,Low,0.03
17981,1222,1,1684.8000000000002,0,0,39,54.0,0.2,6.35,Germany,Bank Transfer,Accessories,In-store,Not Returned,FedEx,Amsterdam,Medium,0.005
17994,1250,1,1896.6978,0,0,38,53.67,0.07,7.69,Norway,paypall,Furniture,In-store,Not Returned,UPS,Amsterdam,Medium,0.005
17997,975,1,29.5606,1,1,1,48.46,0.39,13.26,Belgium,paypall,Electronics,Online,Not Returned,UPS,Berlin,High,0.99
17999,880,1,525.8398000000001,0,0,46,14.47,0.21,12.37,Norway,Bank Transfer,Furniture,Online,Not Returned,FedEx,Berlin,High,0.02
18001,283,1,214.20000000000002,1,1,61,42.1,0.14,24.94,France,Bank Transfer,Apparel,In-store,Not Returned,Royal Mail,Rome,High,0.94
18006,709,1,124.7616,1,1,24,7.22,0.28,7.16,Italy,Credit Card,Stationery,In-store,Not Returned,UPS,Berlin,High,0.98
18013,808,1,2783.3469999999998,0,0,49,66.05,0.14,23.08,Sweden,Credit Card,Furniture,Online,Not Returned,UPS,London,Medium,0.0
18027,654,1,418.9416,0,0,22,22.67,0.16,17.48,Norway,paypall,Electronics,Online,Not Returned,DHL,London,High,0.01
18028,1011,1,1624.7499999999998,0,0,25,97.0,0.33,20.88,Spain,Credit Card,Electronics,In-store,Not Returned,UPS,Paris,Medium,0.0
18031,889,1,29.211,1,1,56,18.423333333333336,0.22666666666666666,22.01,Italy,Bank Transfer,Furniture,In-store,Not Returned,FedEx,Amsterdam,High,0.97
18032,1045,1,513.5834,0,0,11,76.54,0.39,15.21,Norway,paypall,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Low,0.01
18034,339,2,1932.0215999999998,2,0,39,35.629999999999995,0.09,18.375,Australia,Bank Transfer,Electronics,In-store,Not Returned,FedEx,London,High,0.005
18044,1326,1,570.6288000000001,0,0,14,50.32,0.19,28.55,Norway,Bank Transfer,Apparel,In-store,Not Returned,UPS,London,Medium,0.01
